26.76,9.16
41.41,41.25
24.34,7.38
24.45,7.09
17.73,2.22
55.88,102.65
24.29,8.29
22.34,6.7
42.05,43.59
57.45,99.31
43.59,42.86
17.81,2.29
41.76,44.62
26.34,8.82
37.82,29.12
40.03,42.85
24.04,8.19
20.22,5.89
41.26,40.44
55.85,100.28
45.53,50.16
50.47,76.6
41.51,43.23
20.21,5.6
17.89,4.51
22.58,6.29
24.76,7.92
24.3,8.26
24.76,7.78
17.7,2.54
41.75,38.77
22.46,6.64
42.51,43.75
20.8,5.87
20.94,5.73
55.57,107.25
47.02,59.35
22.07,6.07
40.82,44.29
43.73,44.2
41.58,41.43
37.38,28.52
58.88,108.36
24.83,7.91
56.05,103.09
56.65,91.36
52.77,76.86
58.23,105.68
36.99,27.02
36.37,26.17
41.08,42.38
22.08,6.51
20.46,5.65
37.91,26.9
26.86,9.86
37.51,26.03
56.63,94.61
17.45,2.85
17.69,2.83
58.12,92.3
50.82,79.75
55.58,106.31
47.03,57.19
20.58,5.18
35.68,28.02
26.28,9.93
58.73,102.62
48.25,55.37
42.33,40.87
18.79,4.91
26.57,9.55
26.36,8.79
24.59,7.78
24.35,8.36
22.15,6.07
22.5,6.05
55.94,106.92
48.37,53.33
52.99,76.81
22.45,6.61
51.54,77.23
20.01,5.12
26.93,9.24
36.49,26.37
42.87,39.47
47.31,55.26
46.35,54.93
52.19,78.54
50.9,80.23
35.49,27.95
20.83,5.07
38.54,29.14
24.22,7.59
53.7,67.97
24.28,7.14
20.27,5.78
17.26,5.0
47.39,50.6
28.04,10.8
45.84,52.73
26.3,8.92
43.88,40.94
24.02,7.99
46.19,57.02
38.01,27.4
36.97,27.98
24.58,7.5
28.01,11.35
22.42,6.79
18.4,3.47
20.84,5.41
48.64,58.33
17.59,1.14
18.4,2.26
20.71,5.19
57.5,104.94
18.52,4.5
18.74,3.09
26.53,9.09
22.52,6.5
28.84,11.09
41.24,39.88
36.3,27.28
22.15,6.82
28.2,10.82
43.9,42.82
37.59,25.07
40.7,42.22
55.85,100.92
42.0,42.35
22.41,6.59
37.0,28.35
18.47,1.85
43.09,41.24
37.52,27.56
46.87,57.11
26.38,8.57
24.72,7.48
37.99,24.6
40.17,41.62
28.68,10.6
41.22,43.86
20.47,5.51
56.94,93.67
55.14,105.67
18.13,4.95
28.99,11.34
43.2,39.89
28.36,10.79
56.29,97.28
28.8,10.12
40.32,38.55
50.26,74.95
20.32,5.49
24.65,7.88
17.87,4.98
42.34,44.42
56.81,106.37
43.84,43.12
56.37,106.85
40.45,38.5
22.14,6.8
57.55,91.79
45.25,52.59
20.88,5.63
26.5,9.65
38.29,28.58
45.9,52.78
38.03,29.18
38.88,26.71
17.68,4.89
24.41,7.27
47.42,55.76
24.42,7.96
17.52,4.77
55.68,98.81
28.99,10.33
47.08,57.64
56.66,105.8
35.43,29.49
26.19,9.46
42.06,40.76
42.29,39.78
46.68,57.51
24.73,8.22
48.67,57.69
41.18,44.84
36.24,25.19
51.62,70.67
52.73,73.02
22.07,6.67
28.4,11.28
20.05,5.86
36.28,29.11
47.59,54.33
40.2,43.17
26.61,9.41
28.29,10.86
35.81,24.63
20.75,5.58
36.49,29.4
53.38,76.29
26.62,9.27
46.09,49.67
56.22,96.36
51.69,73.3
40.51,41.78
40.74,40.61
58.35,94.21
17.69,1.83
20.53,5.48
22.16,6.73
46.59,53.08
42.47,43.43
48.57,53.44
46.84,53.65
26.32,8.75
22.64,6.4
47.83,51.96
40.82,39.92
28.62,10.41
52.75,70.36
36.72,27.45
55.79,94.84
17.6,2.98
24.17,8.01
52.87,70.65
37.27,26.73
53.98,72.07
17.07,2.46
20.61,5.17
24.04,8.08
38.92,27.59
43.64,40.55
35.82,28.42
18.99,4.37
46.37,51.78
22.03,6.7
42.34,39.83
24.74,7.35
41.77,43.76
48.98,57.21
20.64,5.53
17.31,3.68
45.06,56.23
20.96,5.6
20.1,5.46
48.07,50.33
48.95,50.41
46.33,55.91
46.51,57.49
35.96,26.46
26.85,8.84
24.32,7.8
28.32,10.5
17.09,3.25
42.64,42.46
56.9,97.46
24.68,7.36
26.24,9.39
40.35,40.52
20.21,5.06
26.43,9.87
57.22,105.14
26.43,8.69
55.73,98.75
26.42,9.79
26.75,9.64
36.02,25.17
26.3,9.23
26.64,9.45
52.14,70.25
24.07,7.39
20.82,5.23
50.06,76.86
56.56,101.03
50.55,79.42
20.78,5.1
18.73,3.25
51.96,80.24
45.87,52.09
47.07,59.09
24.29,7.89
28.2,10.05
46.44,55.45
24.11,7.57
28.77,10.68
36.69,27.32
51.2,74.67
52.84,74.74
22.18,6.51
22.08,6.52
26.43,8.63
20.8,5.11
43.17,41.28
24.21,7.62
24.56,7.79
57.5,100.98
22.26,6.08
20.16,5.39
47.24,53.69
17.9,1.91
18.56,3.99
47.29,58.62
48.23,56.72
48.33,50.84
56.85,93.82
26.22,8.84
24.99,7.12
57.92,100.36
18.38,2.35
20.74,5.63
28.31,10.61
17.28,4.52
55.43,95.82
37.37,25.59
28.97,10.2
26.88,8.79
24.4,7.48
26.07,8.92
36.05,24.96
45.72,49.68
36.11,25.76
52.58,67.37
17.45,3.55
51.12,74.27
56.78,107.26
46.71,50.14
17.14,1.36
49.0,57.5
57.32,95.01
20.13,5.05
24.01,7.09
20.43,5.72
28.33,10.32
22.28,6.1
56.18,106.58
20.31,5.75
57.87,99.14
28.01,10.51
48.69,49.45
52.35,77.28
22.29,6.72
56.26,97.26
51.89,80.27
20.5,5.3
22.86,6.97
28.92,10.81
18.52,4.29
24.86,7.85
17.81,1.61
36.13,27.44
50.56,80.98
24.27,8.02
41.63,41.13
55.86,93.07
55.57,93.54
20.73,5.12
38.34,28.2
20.48,5.83
26.92,9.53
36.58,27.46
24.17,7.18
58.73,93.36
24.66,8.38
24.58,7.87
42.44,37.34
26.67,8.93
37.48,27.55
57.47,108.56
24.66,7.87
24.41,7.17
36.46,24.59
17.09,3.06
42.66,38.27
36.72,26.36
58.25,102.04
40.97,37.89
20.93,5.44
55.06,100.92
45.65,54.79
55.62,107.77
55.63,96.51
17.97,2.68
38.09,28.81
55.44,101.42
36.54,26.94
42.45,37.54
28.79,11.3
28.88,10.31
58.96,103.98
46.55,50.4
41.75,39.59
51.43,73.49
40.11,44.54
28.51,11.04
47.31,49.59
37.32,25.14
56.03,105.79
37.56,28.65
46.07,56.79
26.01,9.84
42.49,42.95
50.4,74.12
24.95,7.61
46.17,55.16
26.47,9.46
42.55,41.81
28.41,10.86
20.55,5.68
22.18,6.82
57.24,94.81
20.3,5.79
43.68,44.07
57.49,107.53
22.44,6.66
26.19,9.89
58.45,96.55
28.89,10.22
57.17,106.56
28.93,11.48
55.82,97.27
18.67,1.8
28.45,11.45
35.59,26.02
26.42,9.57
28.24,10.09
38.85,27.77
36.73,27.97
36.38,26.22
26.05,9.0
37.98,28.38
24.01,8.26
52.48,70.53
35.79,24.84
58.22,92.76
22.2,6.02
26.21,8.57
26.95,8.57
55.8,100.19
53.42,80.53
53.5,79.33
36.79,27.61
47.2,51.51
22.77,6.24
26.87,9.36
20.95,5.41
56.78,107.33
45.18,55.04
51.17,78.89
22.38,6.78
36.3,24.64
52.97,75.77
45.47,55.43
48.57,57.71
22.1,6.57
26.25,8.96
41.83,42.83
45.23,55.69
52.96,74.7
45.36,54.68
26.86,9.28
51.4,80.02
18.61,3.56
50.26,78.39
24.29,7.27
28.36,10.94
42.94,37.88
24.18,7.17
17.4,1.72
57.06,104.28
42.31,39.48
28.17,10.02
35.75,27.45
41.78,42.17
28.16,11.45
26.55,9.58
50.65,73.77
57.83,107.47
48.82,51.13
17.6,4.02
24.7,7.53
28.55,10.03
20.15,5.25
42.66,37.81
48.87,51.49
35.27,28.67
55.01,104.84
36.28,28.07
22.12,6.61
42.56,43.41
22.18,6.75
24.23,8.22
58.91,98.05
56.61,108.26
28.49,10.54
41.8,45.06
53.81,68.13
40.7,43.5
52.28,69.16
47.75,50.68
40.21,43.89
36.66,28.6
56.9,107.99
56.87,101.57
18.78,2.6
47.35,51.65
20.96,5.62
38.57,27.43
58.65,103.83
48.39,57.29
43.08,44.12
50.72,71.42
26.13,9.11
23.0,6.32
42.6,44.17
28.83,11.11
36.94,26.45
20.8,5.09
26.66,9.02
42.77,42.95
28.48,10.08
26.26,9.36
26.32,9.57
28.02,10.01
26.79,8.58
40.02,40.15
20.67,5.07
58.82,100.34
42.69,43.21
55.87,101.73
48.05,54.32
22.52,6.15
20.16,5.98
28.9,11.16
53.04,77.13
24.92,8.08
22.93,6.22
42.92,38.41
47.32,50.66
26.28,9.37
47.04,49.39
17.63,4.34
41.25,44.14
41.17,37.39
38.25,27.35
24.04,7.18
18.13,1.97
51.9,81.17
52.96,68.55
28.51,11.09
58.7,103.47
18.79,1.59
35.34,27.63
28.39,10.26
36.58,27.82
47.66,49.26
22.47,6.78
24.24,7.32
40.74,42.35
52.34,73.82
38.11,24.7
17.31,2.18
43.29,39.68
24.93,7.25
52.25,67.66
36.43,24.72
26.88,8.7
46.55,55.14
37.35,27.62
22.49,6.31
20.88,5.48
22.01,6.6
58.21,95.58
57.55,107.13
57.61,100.81
48.83,53.61
26.56,9.45
28.93,10.24
38.6,27.96
48.59,54.02
22.87,6.21
46.13,59.05
36.21,25.65
24.81,8.15
50.13,67.96
24.76,8.1
58.85,97.5
28.38,10.34
20.29,5.23
26.32,9.76
20.81,5.21
20.4,5.16
28.7,10.68
40.2,44.45
42.92,40.71
20.35,5.41
18.79,1.73
40.41,43.35
53.78,80.19
41.23,40.49
22.18,6.26
42.17,40.22
24.03,7.15
38.98,28.42
28.05,10.67
36.84,26.79
48.18,52.22
38.31,28.41
55.45,100.1
18.18,1.55
36.79,26.59
22.56,6.54
40.07,41.92
17.3,2.7
18.54,3.42
50.52,75.05
28.89,11.3
57.32,103.94
24.84,7.27
37.94,29.46
47.5,49.43
22.74,6.29
22.49,6.56
50.53,78.25
46.9,54.28
40.34,41.13
40.69,44.41
53.24,72.87
24.35,7.25
17.34,1.39
20.35,5.61
17.01,2.02
24.72,8.06
24.79,7.87
22.36,6.26
51.18,81.11
20.37,5.01
53.04,77.94
56.22,104.25
48.7,59.29
58.05,104.92
53.27,70.83
28.62,10.58
43.9,43.71
48.53,50.83
47.49,50.76
26.82,8.79
41.94,43.15
20.23,5.11
47.74,51.72
26.82,8.62
18.87,4.65
17.54,1.84
55.75,100.25
55.16,104.41
40.83,44.34
50.64,77.4
28.36,10.69
58.32,102.75
26.89,9.31
26.36,9.21
17.86,4.46
24.81,8.49
22.04,6.33
45.45,54.69
35.53,26.17
22.15,6.23
26.61,8.69
36.65,27.66
58.99,98.3
52.83,71.31
47.59,54.12
52.7,73.23
36.94,26.1
22.77,6.95
41.05,38.65
55.71,108.17
17.37,1.61
55.05,104.13
56.39,95.4
45.64,59.34
37.58,26.2
45.69,54.55
56.02,108.1
20.31,5.73
41.01,44.65
24.21,7.45
45.22,53.17
55.5,106.73
20.76,5.36
18.25,1.46
28.0,11.07
57.26,94.92
36.76,25.6
42.57,42.39
24.85,7.02
35.8,29.36
24.44,7.02
37.59,28.72
18.16,1.69
42.12,41.65
26.26,9.2
43.16,41.61
37.29,26.19
28.3,11.16
20.61,5.16
38.38,26.93
52.87,80.26
45.96,58.55
28.22,11.22
50.15,70.71
47.64,56.02
35.51,27.19
28.3,11.48
52.6,73.19
18.38,1.29
20.96,5.83
42.39,42.25
37.91,25.52
17.45,2.31
20.98,5.01
28.42,10.28
52.59,70.04
55.49,106.23
26.16,9.06
28.21,10.74
22.86,6.44
28.16,10.62
51.17,71.47
36.71,25.55
42.27,41.35
26.32,9.19
20.29,5.31
20.34,5.5
28.76,10.95
22.88,6.71
28.47,11.14
46.67,57.27
24.38,7.65
26.65,9.07
51.43,75.79
58.03,109.68
17.68,1.94
20.53,5.3
28.27,10.1
24.64,7.62
20.91,5.8
35.89,29.49
28.88,10.83
46.08,54.86
20.02,5.48
22.46,6.08
52.14,76.59
17.32,1.87
28.67,10.72
24.4,7.44
51.25,72.33
47.97,59.16
17.85,1.03
24.85,8.39
24.34,7.86
24.91,8.4
22.52,6.83
28.59,10.19
43.64,37.93
24.67,7.61
17.02,4.3
57.93,100.76
28.53,11.28
28.19,10.1
22.87,6.93
24.53,7.06
22.17,6.71
48.65,54.99
22.73,6.25
46.03,58.03
17.63,1.3
47.09,57.52
26.66,9.89
22.24,6.9
53.99,73.63
20.47,5.82
24.8,7.02
22.89,6.15
28.51,10.42
51.32,76.5
35.73,28.14
20.14,5.67
26.8,8.78
42.59,42.28
17.11,3.44
47.76,50.08
20.57,5.85
35.76,29.49
20.55,5.1
17.22,4.62
56.18,105.97
47.72,49.75
41.63,40.16
48.76,53.21
26.99,9.13
56.01,91.6
42.76,37.77
24.77,8.48
40.97,39.05
22.77,6.04
20.46,5.88
26.17,9.52
41.31,43.58
57.52,99.55
26.71,9.14
24.55,7.1
17.1,1.31
28.12,10.22
41.34,39.51
17.6,4.64
17.25,1.49
50.95,69.24
28.33,11.08
17.03,4.28
45.32,51.17
38.37,25.36
37.64,28.25
42.12,38.37
50.48,76.28
28.91,10.39
28.51,10.86
48.09,50.22
47.03,49.71
20.32,5.21
28.73,11.21
17.99,2.64
38.78,24.93
17.4,4.69
40.63,38.96
48.2,54.22
41.53,42.43
36.58,25.42
56.07,92.4
41.14,42.8
55.58,102.63
17.22,2.69
50.19,67.71
24.7,7.84
43.52,39.19
28.32,10.08
45.52,53.56
22.66,6.77
28.84,11.49
17.02,4.75
43.77,41.9
22.13,6.48
42.3,41.25
28.94,11.28
51.98,80.23
51.02,79.37
26.82,8.76
45.78,51.54
23.0,6.97
28.89,10.62
43.02,42.01
41.78,41.46
35.78,29.47
28.2,10.42
28.31,10.93
47.96,56.92
24.21,8.39
28.69,10.4
53.5,74.68
40.21,37.58
58.09,102.2
17.02,3.49
18.99,2.1
52.01,73.84
42.26,37.96
22.14,6.93
42.01,44.65
28.33,10.76
20.03,5.82
24.27,8.27
36.18,27.03
26.87,8.5
22.37,6.62
18.62,4.51
28.95,10.95
26.51,8.99
37.13,24.91
51.62,76.64
50.6,78.38
37.31,24.82
26.92,8.71
26.31,8.96
26.13,9.79
45.31,58.73
43.54,45.01
53.04,77.06
43.58,41.57
53.07,74.68
46.63,51.1
43.34,38.36
47.47,51.96
20.12,5.59
51.0,69.75
26.73,9.42
37.11,26.76
26.73,9.2
55.47,109.58
22.95,6.4
17.97,4.37
24.5,7.21
28.02,10.42
47.79,54.19
20.54,5.33
46.18,58.82
26.49,9.07
46.15,53.36
46.75,58.43
35.11,25.86
58.54,91.59
28.01,10.67
53.51,77.34
20.97,5.56
58.71,107.29
48.19,52.95
52.47,75.75
28.5,10.89
24.91,7.07
24.19,7.22
26.18,8.87
50.47,74.94
46.84,59.29
24.99,7.38
18.5,3.26
28.13,11.38
28.17,10.43
35.14,29.59
45.98,57.51
26.12,9.07
18.91,1.63
18.45,2.8
28.11,10.17
58.14,107.33
24.66,8.24
28.87,10.29
28.64,11.33
38.65,25.57
38.79,29.31
57.62,99.51
56.32,105.77
20.47,5.58
20.0,5.25
41.4,44.74
20.7,5.29
35.29,24.67
41.59,37.57
22.96,6.62
50.35,76.53
35.49,27.44
26.29,9.62
46.55,53.92
36.05,26.53
24.76,7.82
42.51,44.48
48.33,50.66
56.42,103.16
42.78,44.64
58.87,98.5
22.6,6.68
41.41,38.42
56.44,108.6
56.18,101.86
20.0,5.08
20.99,5.91
17.02,3.24
53.85,68.25
26.22,8.92
50.05,79.27
43.3,42.98
57.29,92.82
42.86,39.64
26.35,9.0
22.36,6.52
57.17,108.64
26.22,9.22
52.39,79.28
28.83,11.1
18.7,1.23
24.9,7.39
42.18,43.9
26.35,9.74
40.3,40.72
57.83,91.47
20.15,5.95
22.82,6.87
24.84,7.59
22.78,6.94
55.53,104.22
22.15,6.98
20.74,5.39
17.93,1.62
55.25,105.93
55.39,99.74
24.87,7.87
22.65,6.7
45.05,52.81
48.35,55.36
18.93,3.06
24.59,7.73
57.34,96.89
43.31,44.52
47.06,51.79
45.21,50.02
28.43,11.36
50.51,78.61
26.17,8.74
20.47,5.31
28.45,10.4
35.72,29.6
48.44,50.99
40.4,38.51
28.44,10.63
48.33,52.91
48.77,50.73
38.41,28.13
17.2,1.22
41.54,40.67
18.84,3.47
22.21,6.57
56.27,97.54
36.15,25.83
17.51,3.92
26.98,9.58
24.37,8.04
24.52,7.95
48.32,56.04
41.16,41.6
24.63,7.51
51.03,69.58
22.27,6.65
42.65,41.15
45.54,50.15
20.22,5.47
22.77,6.3
26.96,8.57
52.35,67.6
24.16,7.6
36.62,26.15
28.03,11.08
37.18,27.89
45.66,56.96
56.23,107.84
42.75,41.79
22.82,6.63
41.19,41.65
52.69,74.77
26.85,8.59
24.57,7.33
50.13,72.21
22.1,6.17
38.08,28.92
58.78,92.95
57.87,108.05
18.01,3.66
26.72,9.1
20.57,5.45
41.55,42.79
22.0,6.61
20.39,5.74
24.05,8.19
58.44,96.79
18.96,2.67
28.93,11.28
41.05,39.81
41.71,38.25
24.71,7.58
26.81,8.64
22.02,6.49
38.69,28.69
24.18,7.85
42.03,37.6
35.11,27.88
52.57,76.65
41.98,38.13
52.67,80.24
28.46,10.12
24.72,7.57
28.91,10.37
43.39,40.86
56.85,93.49
57.22,96.25
28.05,11.35
46.85,57.21
17.16,2.04
28.7,10.87
22.32,6.66
42.18,41.15
40.43,44.04
24.72,8.38
41.31,40.78
18.86,4.84
42.02,43.3
26.55,8.55
45.4,50.34
17.53,4.56
57.21,101.46
47.26,54.71
42.41,37.78
24.73,8.01
37.09,28.23
26.89,9.43
24.81,8.2
55.97,100.51
18.65,2.91
24.93,7.62
18.72,4.29
26.22,9.34
17.54,1.64
28.47,10.97
28.33,11.48
40.42,43.2
24.6,7.82
28.95,10.53
56.86,99.81
18.1,3.39
42.34,41.09
56.79,93.67
40.94,40.17
26.95,9.94
45.17,59.15
51.44,69.52
43.44,37.32
22.98,6.36
24.41,7.36
24.75,7.81
48.92,53.04
22.01,6.27
42.13,40.9
57.85,97.09
20.42,5.35
45.22,52.25
26.75,9.95
18.34,4.21
18.6,1.09
48.63,57.16
51.2,68.52
58.83,101.53
47.94,54.69
22.08,6.17
37.86,29.29
26.27,8.5
24.24,7.9
28.35,10.6
17.53,3.5
24.38,7.58
28.31,10.66
17.39,3.6
58.6,102.61
43.08,39.39
